bidder_id,company_name,login_email,aadhaar_number,pan_number,gstin,cin_number,is_msme,udyam_reg_no,fy_turnover_cr,ca_udin,mii_percentage,director_name,director_din,registered_address,tampered_flag
BID_1787,"Madan, Vora and Saxena Pvt Ltd",contact@madanvoraandsaxena.com,XXXX XXXX 8895,TASCO5051D,29TASCO5051D7ZF,L15349DL1999UID417438,False,UDYAM-KA-28-2183061,168.69,24641632JKQVXM3705,39.4,Riya Mannan,31065693,"Plot 143, Baddi Industrial Area, Himachal Pradesh - 918542",False
BID_1788,Acharya-Bajwa Pvt Ltd,procurement@acharyabajwa.biz.in,XXXX XXXX 0159,AZZCB0771H,27AZZCB0771H3ZG,L11522TN2016INQ094526,False,UDYAM-MH-63-9738382,151.68,24640287QLGUQM1988,43.5,Wishi Sidhu,83395605,"Plot 223, Rudrapur Industrial Estate, Uttarakhand - 610276",False
BID_1789,Wali-Bera Pvt Ltd,admin@walibera.in,XXXX XXXX 9205,MUTCX3984J,27MUTCX3984J6ZI,L27472TN2012WGM644593,True,UDYAM-MH-51-1294324,31.08,24561989JBLFAS1507,34.7,Widisha Toor,51157944,"Plot 137, Okhla Industrial Estate, New Delhi - 266948",False
BID_1790,Banerjee Limited,admin@banerjee.biz.in,XXXX XXXX 9955,PZZCX6604W,09PZZCX6604W1ZD,U34128KA2014BAE836282,False,UDYAM-UP-24-0289132,224.75,24654763UEEFRR7597,86.3,Nathan Bhatt,33916539,"Plot 203, Naroda Industrial Estate, Ahmedabad - 610154",False
BID_1791,"Soman, Jani and Taneja Limited",contact@somanjaniandtaneja.com,XXXX XXXX 4662,GFYCT1034E,24GFYCT1034E2ZK,L87494UP2010PCL235622,False,UDYAM-GJ-15-4397839,51.72,24882465WNJOEG3226,65.1,Rajeshri Baria,16351352,"Plot 86, Patparganj Industrial Area, New Delhi - 961741",False
BID_1792,"Wali, Sagar and Ray Pvt Ltd",admin@walisagarandray.biz.in,XXXX XXXX 0855,EMGCY9344J,07EMGCY9344J8ZB,L46694UP2012OUT582616,True,UDYAM-DL-06-9734832,36.59,24008487REDZZQ2725,38.0,Jagrati Bora,55812361,"Plot 240, Peenya Industrial Area, Bengaluru - 637833",False
BID_1793,Nanda-Misra Pvt Ltd,sales@nandamisra.com,XXXX XXXX 5817,NMJCH3376Q,09NMJCH3376Q6Z5,L49313MH2013QVU734601,True,UDYAM-UP-82-3757538,38.14,24438596KOQSNO7142,79.1,Faris Merchant,69462407,"Plot 78, Manesar Industrial Area, Gurugram - 693783",False
BID_1794,Bava-Atwal LLP,info@bavaatwal.com,XXXX XXXX 8327,SNACA2412P,29SNACA2412P1ZA,L40805TN1997VGF917578,False,UDYAM-KA-62-7583911,122.96,24812316WUZAMX4558,94.9,Nikita Shankar,97844090,"Plot 157, Okhla Industrial Estate, New Delhi - 715199",False
BID_1795,Lanka Limited,info@lanka.co.in,XXXX XXXX 0996,RIUCS9602O,33RIUCS9602O4ZF,U61757MH1999TBS750515,False,UDYAM-TN-75-4848242,130.79,24429032QGLTLI5912,79.1,Madhav Mutti,75921068,"Plot 192, Okhla Industrial Estate, New Delhi - 729802",False
BID_1796,Dugal-Gour Pvt Ltd,contact@dugalgour.co.in,XXXX XXXX 4967,CRVCD1024B,29CRVCD1024B8ZQ,L54182UP2006SWJ040530,False,UDYAM-KA-72-3319494,5.70,24545558HJMMXY7022,79.6,Tanish Mall,89502522,"Plot 245, Whitefield Industrial Zone, Bengaluru - 473194",False
BID_1797,Deep LLP,sales@deep.com,XXXX XXXX 8294,COBCC0222Y,27COBCC0222Y2Z9,U51566TN2021UNT709549,False,UDYAM-MH-89-1917902,81.15,24935418VQOTSK0275,84.0,Tanveer Gour,35653302,"Plot 155, Noida Sector 63 Industrial Area, Noida - 597472",False
BID_1798,Subramanian-Ravel Limited,admin@subramanianravel.in,XXXX XXXX 5232,MDYCY6423S,09MDYCY6423S6ZW,L45697MH2016XQJ459609,True,UDYAM-UP-43-9333624,37.75,24598459TMERBH6217,57.4,Ishwar Salvi,93820134,"Plot 117, Okhla Industrial Estate, New Delhi - 165366",False
BID_1799,Gera-Goyal LLP,contact@geragoyal.co.in,XXXX XXXX 5571,ZQMCC7590F,24ZQMCC7590F5Z3,L59773MH2020XCL433878,False,UDYAM-GJ-10-1724581,197.46,24787957ZQSQHE0221,94.4,Pavani Din,61715524,"Plot 239, Sanand GIDC Industrial Area, Ahmedabad - 706193",False
BID_1800,"Ghose, Wable and Ray Limited",sales@ghosewableandray.com,XXXX XXXX 4779,VXQCK7349X,09VXQCK7349X6Z8,L92819KA2021GLV308299,False,UDYAM-UP-78-5273471,91.26,24304962NKROQD1581,29.5,Gunbir Shroff,39640992,"Plot 5, Rudrapur Industrial Estate, Uttarakhand - 303475",False
BID_1801,Sachar PLC Limited,gem.desk@sacharplc.co.in,XXXX XXXX 5773,IMOCJ1512K,07IMOCJ1512K5ZW,L26823KA2011PGT395709,False,UDYAM-DL-90-9705494,207.56,24329027ZZOIXS3013,44.9,Aryan Menon,14640801,"Plot 39, Ambattur Industrial Estate, Chennai - 268081",False
BID_1802,Acharya Pvt Ltd,info@acharya.biz.in,XXXX XXXX 4912,IZPCM0900V,27IZPCM0900V3ZX,L52370MH2011BWG804505,True,UDYAM-MH-35-8285093,14.50,24280503UZZMAT8215,92.6,Nathan Suresh,86586496,"Plot 19, Patparganj Industrial Area, New Delhi - 553390",False
BID_1803,Koshy-Chander LLP,admin@koshychander.co.in,XXXX XXXX 7273,GEUCB6404V,07GEUCB6404V2ZR,L38121UP2002YVU563594,False,UDYAM-DL-87-6971709,55.47,24042055FTKEZF6327,49.1,Charvi Morar,29876704,"Plot 88, Peenya Industrial Area, Bengaluru - 643950",False
BID_1804,Venkataraman PLC Pvt Ltd,contact@venkataramanplc.in,XXXX XXXX 9319,YGYCV8759N,07YGYCV8759N4ZS,L25424GJ2003TUO208594,False,UDYAM-DL-80-7101886,150.04,24937877KYHSHA6251,82.1,Avni Gera,36388129,"Plot 121, Rudrapur Industrial Estate, Uttarakhand - 968341",False
BID_1805,Kunda-Dugar LLP,info@kundadugar.biz.in,XXXX XXXX 9007,UHKCT5465W,24UHKCT5465W2Z4,L91331MH2008OFD032399,True,UDYAM-GJ-27-8835295,3.73,24711263HZNMWG1305,47.6,Gautami Kamdar,71628365,"Plot 246, Taloja MIDC, Navi Mumbai - 381074",False
BID_1806,Ramachandran-Pall Pvt Ltd,bids@ramachandranpall.com,XXXX XXXX 5713,DTNCM4005N,24DTNCM4005N7ZN,L58203MH1998IHO310171,True,UDYAM-GJ-63-9858979,16.98,24198436NIBFIZ1849,87.0,Theodore Munshi,26147604,"Plot 238, MIDC Industrial Area, Pune - 903055",False
BID_1807,Vaidya Pvt Ltd,contact@vaidya.co.in,XXXX XXXX 6793,IDWCR6758R,09IDWCR6758R4ZT,L25588UP2017XUI212095,True,UDYAM-UP-54-6757432,7.71,24185867PTFWYW5703,49.7,Ridhi Batra,07564779,"Plot 241, Manesar Industrial Area, Gurugram - 672018",False
BID_1808,Mallick-Saxena LLP,sales@mallicksaxena.com,XXXX XXXX 8830,ITUCN1705X,07ITUCN1705X7ZH,L84211GJ2022WYY193120,False,UDYAM-DL-68-0144298,211.64,24412563ZLJCQQ6924,82.0,Laksh Varma,41155213,"Plot 96, Rudrapur Industrial Estate, Uttarakhand - 488946",False
BID_1809,Muni Limited,gem.desk@muni.co.in,XXXX XXXX 7390,JDMCR4647W,24JDMCR4647W1Z3,U23465KA1997AGC548232,False,UDYAM-GJ-84-3248607,162.47,24764893ROENYH0746,81.5,Gaurang Narayan,36193885,"Plot 68, Guindy Industrial Estate, Chennai - 621677",False
BID_1810,"Rajagopalan, Balan and Pillay Pvt Ltd",contact@rajagopalanbalanandpillay.in,XXXX XXXX 3147,MHOCG2891Y,33MHOCG2891Y7ZR,L42547KA2019ZMO358974,False,UDYAM-TN-61-1552279,187.58,24254377MJDLVB3195,30.6,Aarav Narain,33237357,"Plot 201, Naroda Industrial Estate, Ahmedabad - 981175",False
BID_1811,Babu-Khanna LLP,admin@babukhanna.in,XXXX XXXX 8334,KUSCY4431R,33KUSCY4431R4ZM,L71495TN1999WPQ106792,False,UDYAM-TN-32-1258103,225.04,24789288TAJOKR3345,22.6,Ekaraj Arya,70800773,"Plot 25, Whitefield Industrial Zone, Bengaluru - 382663",False
BID_1812,Varghese Pvt Ltd,contact@varghese.com,XXXX XXXX 6907,TJTCH9416Q,29TJTCH9416Q8ZQ,L50457DL2001HUN961682,True,UDYAM-KA-29-2649540,33.85,24951394UNDNYD1518,88.7,Utkarsh Menon,78076798,"Plot 153, Patparganj Industrial Area, New Delhi - 509634",False
BID_1813,Gola-Agarwal LLP,admin@golaagarwal.biz.in,XXXX XXXX 1246,SOCCR0442U,33SOCCR0442U3ZA,U51123DL2002YYC387217,False,UDYAM-TN-14-0739548,239.80,24134003WFAENH6268,55.7,Banjeet Raval,03057208,"Plot 91, Noida Sector 63 Industrial Area, Noida - 343991",False
BID_1814,Chad Pvt Ltd,admin@chad.com,XXXX XXXX 0485,MNNCK6676R,33MNNCK6676R2ZG,L08192GJ2011BXU322045,True,UDYAM-TN-72-9917314,10.21,24008575GHUHER4555,35.4,Mohini Thakkar,30933372,"Plot 126, MIDC Industrial Area, Pune - 454101",False
BID_1815,Patla PLC Limited,gem.desk@patlaplc.com,XXXX XXXX 3514,TFKCT3290C,07TFKCT3290C9ZO,L60347UP1999IAF167595,True,UDYAM-DL-95-2637120,38.77,24358958YQRXAC7404,83.0,Dev Wagle,45183905,"Plot 226, Baddi Industrial Area, Himachal Pradesh - 751964",False
BID_1816,"Mall, Saha and Gara Pvt Ltd",procurement@mallsahaandgara.co.in,XXXX XXXX 3868,QVMCT8857F,24QVMCT8857F6Z8,L13973MH2007ZPM165823,False,UDYAM-GJ-65-3147278,156.17,24832092ABSZLG7945,31.7,Prisha Maharaj,10148208,"Plot 17, MIDC Industrial Area, Pune - 854388",False
BID_1817,Dewan-Ben Limited,info@dewanben.com,XXXX XXXX 9226,CVDCU0858F,07CVDCU0858F1Z1,U69915UP2021HMC522849,True,UDYAM-DL-98-1604905,4.75,24503080WPXCGO5622,61.8,Zaid Bains,83442429,"Plot 208, Hosur Industrial Estate, Hosur - 485516",False
BID_1818,Mane Limited,contact@mane.in,XXXX XXXX 1010,ZUPCQ9797B,27ZUPCQ9797B3Z3,U21364DL1996KXQ163983,False,UDYAM-MH-18-1279437,27.09,24898784AYKARL9633,78.1,Pahal Randhawa,23849237,"Plot 86, Ambattur Industrial Estate, Chennai - 151021",False
BID_1819,Bir-Parmer Pvt Ltd,gem.desk@birparmer.com,XXXX XXXX 5268,RCPCV8254D,24RCPCV8254D3ZT,L11352DL2019CLO516869,True,UDYAM-GJ-79-2246546,22.55,24320757UMXYIV0166,55.7,Bakhshi Sarma,67143594,"Plot 153, Noida Sector 63 Industrial Area, Noida - 677849",False
BID_1820,Kar Pvt Ltd,contact@kar.biz.in,XXXX XXXX 3814,JLWCR8842D,33JLWCR8842D3Z9,U88088MH2009PKD085566,False,UDYAM-TN-68-9582068,112.42,24558376VKICKB1880,89.9,Edhitha Nanda,09983605,"Plot 159, Whitefield Industrial Zone, Bengaluru - 366064",False
BID_1821,"Borra, Dutta and Datta LLP",info@borraduttaanddatta.in,XXXX XXXX 2347,GPRCB2865X,29GPRCB2865X5ZK,U22589GJ1996AHD863028,True,UDYAM-KA-81-5048801,30.94,24911366VLIDPN8542,31.9,Aarna Jha,19126253,"Plot 119, Guindy Industrial Estate, Chennai - 288485",False
BID_1822,"Edwin, Kala and Grover LLP",info@edwinkalaandgrover.biz.in,XXXX XXXX 7047,QFNCA4713Q,24QFNCA4713Q9ZU,L85892GJ2021BOK056476,False,UDYAM-GJ-43-9751352,213.60,24489737HMXZTC5765,43.3,Barkha Basu,14219266,"Plot 209, Whitefield Industrial Zone, Bengaluru - 759010",False
BID_1823,Chanda LLP,info@chanda.biz.in,XXXX XXXX 2306,NCXCT0058F,09NCXCT0058F4Z7,L52583DL2009ZWQ165987,False,UDYAM-UP-84-1804071,237.13,24627776CGNHJP6321,24.5,Girish Pandya,55744687,"Plot 179, Baddi Industrial Area, Himachal Pradesh - 701224",False
BID_1824,"Rattan, Vohra and Bala Pvt Ltd",admin@rattanvohraandbala.co.in,XXXX XXXX 6353,EUCCQ8380Y,24EUCCQ8380Y5ZJ,L94979UP2014AUU486479,False,UDYAM-GJ-93-0792834,99.67,24024349BJAXEL7184,64.7,Rehaan Dhar,16512956,"Plot 55, Okhla Industrial Estate, New Delhi - 144183",False
BID_1825,"Chaudhary, Hari and Brar Limited",gem.desk@chaudharyhariandbrar.co.in,XXXX XXXX 0754,UURCO5020D,33UURCO5020D5Z0,U88200UP2005AYA892809,False,UDYAM-TN-52-8370342,231.80,24488543HHTVNQ4456,90.0,Ekantika Bose,09314520,"Plot 87, Sanand GIDC Industrial Area, Ahmedabad - 968405",False
BID_1826,"Srinivas, Rama and Dara Limited",contact@srinivasramaanddara.biz.in,XXXX XXXX 1898,VJUCY4236U,27VJUCY4236U1Z7,U73825DL2022OTA048883,False,UDYAM-MH-02-7174330,190.89,24817102BJDLRK7864,48.2,Odika Talwar,59425496,"Plot 172, Hosur Industrial Estate, Hosur - 311241",False
BID_1827,Chauhan PLC Pvt Ltd,gem.desk@chauhanplc.co.in,XXXX XXXX 1886,FIUCW3232A,24FIUCW3232A5Z9,L59011MH1997IKY697200,False,UDYAM-GJ-52-5112816,132.65,24905472NMUJFM0195,83.4,Umang Borra,38135481,"Plot 244, Noida Sector 63 Industrial Area, Noida - 123940",False
BID_1828,Pal-Vora LLP,sales@palvora.in,XXXX XXXX 9566,THWCH3444X,29THWCH3444X5ZQ,L26991DL2005UTU011318,False,UDYAM-KA-97-8988583,13.28,24906014UUPTIK1534,63.4,Ekantika Dutta,82578358,"Plot 63, Hosur Industrial Estate, Hosur - 066624",False
BID_1829,Kar Pvt Ltd,procurement@kar.com,XXXX XXXX 3566,XWXCX5899D,07XWXCX5899D2ZF,U07386MH2010GSS421451,True,UDYAM-DL-85-3860676,28.50,24271487ELKPGB0767,59.7,Urishilla Gandhi,81413167,"Plot 141, Okhla Industrial Estate, New Delhi - 467481",False
BID_1830,Mukherjee-Modi Limited,procurement@mukherjeemodi.com,XXXX XXXX 7248,QCBCG7354R,07QCBCG7354R7ZC,L58245MH2005EZJ025424,False,UDYAM-DL-75-4367077,144.20,24284001IPLSCU9427,32.1,Peter Kala,78303550,"Plot 44, Noida Sector 63 Industrial Area, Noida - 270480",False
BID_1831,"Dube, Lal and Chokshi LLP",bids@dubelalandchokshi.in,XXXX XXXX 3948,ZZSCU8438X,33ZZSCU8438X6ZV,L35009GJ1996WZX439152,False,UDYAM-TN-49-8338547,155.36,24289918KGUBYD3489,90.7,Lucky Patel,10216472,"Plot 182, Guindy Industrial Estate, Chennai - 517224",False
BID_1832,Din PLC Limited,gem.desk@dinplc.biz.in,XXXX XXXX 0049,DJYCI8674L,07DJYCI8674L9ZF,U81028UP1998DUJ945251,False,UDYAM-DL-94-7373857,101.00,24897335SDVUUM9353,95.0,Aadhya Bassi,70736464,"Plot 1, Naroda Industrial Estate, Ahmedabad - 206088",True
BID_1833,Ramesh LLP,admin@ramesh.in,XXXX XXXX 4529,PWLCT8672N,29PWLCT8672N9Z7,L28877KA2021DVX988519,True,UDYAM-KA-89-2102282,1.02,24517816RIGTUC5797,51.1,Praneel Bir,30335412,"Plot 111, Okhla Industrial Estate, New Delhi - 005849",False
BID_1834,Bhat Limited,contact@bhat.com,XXXX XXXX 1030,UEFCQ9253K,09UEFCQ9253K8Z6,U08611UP2014GVZ037095,False,UDYAM-UP-00-7309073,137.09,24375317TUWHTG7769,28.9,Gagan Lal,22831218,"Plot 32, Sanand GIDC Industrial Area, Ahmedabad - 904626",False
BID_1835,Dugar-Sarma Pvt Ltd,sales@dugarsarma.com,XXXX XXXX 6820,NVTCA6131H,07NVTCA6131H5ZJ,L38104MH1997BHR346056,True,UDYAM-DL-24-6367070,12.31,24411478KORQWV0256,42.2,Ayushman Dhingra,57106140,"Plot 96, Ambattur Industrial Estate, Chennai - 497527",True
BID_1836,Pandey LLP,sales@pandey.in,XXXX XXXX 6624,VWSCB0986P,24VWSCB0986P8ZS,U73994GJ2021JRX144602,False,UDYAM-GJ-07-0349677,24.29,24611686WRABAC6823,60.5,Xalak Luthra,52458135,"Plot 162, Sanand GIDC Industrial Area, Ahmedabad - 044946",False
BID_1837,Jain-Pandey Pvt Ltd,admin@jainpandey.co.in,XXXX XXXX 2678,UYMCA7420O,27UYMCA7420O2ZP,L81375GJ2015VPR920826,True,UDYAM-MH-97-5952860,10.19,24510232FPXZAL8236,72.5,Urvashi Kala,91400663,"Plot 246, Ambattur Industrial Estate, Chennai - 637246",False
BID_1838,"Guha, Thaman and Gour LLP",info@guhathamanandgour.in,XXXX XXXX 2475,RDQCR2666Z,07RDQCR2666Z8ZR,U46717GJ2006MKK653713,True,UDYAM-DL-59-0112676,5.38,24547774OHYZWH8287,27.8,Samar Salvi,70363812,"Plot 90, Guindy Industrial Estate, Chennai - 833860",False
BID_1839,Tripathi-Pant Limited,sales@tripathipant.biz.in,XXXX XXXX 0156,GNQCB3518O,09GNQCB3518O2ZE,L72553KA2014RWG111603,True,UDYAM-UP-00-4718640,4.28,24761934KUSZTL6705,56.7,Bhavya Garg,33303078,"Plot 14, Noida Sector 63 Industrial Area, Noida - 643707",False
BID_1840,"Nagarajan, Oza and Mohanty LLP",info@nagarajanozaandmohanty.biz.in,XXXX XXXX 9253,PVPCM8675Q,29PVPCM8675Q3ZW,L00297KA2013USG522463,True,UDYAM-KA-83-4514696,6.24,24722094GGFQRA5850,61.3,Aradhana Rana,89305105,"Plot 42, Peenya Industrial Area, Bengaluru - 337490",False
BID_1841,"Saran, Chahal and Goswami Pvt Ltd",gem.desk@saranchahalandgoswami.co.in,XXXX XXXX 1132,GNZCU3094U,07GNZCU3094U9ZE,U81356TN1997MJB264301,False,UDYAM-DL-41-4247550,136.57,24136320RAAVIW3215,28.6,Madhav Kaur,94453198,"Plot 203, Hosur Industrial Estate, Hosur - 760267",False
BID_1842,"Munshi, Samra and Bumb Pvt Ltd",gem.desk@munshisamraandbumb.biz.in,XXXX XXXX 3112,FDKCT3491G,29FDKCT3491G4ZV,U48705KA2008AJG444357,False,UDYAM-KA-58-4378603,136.02,24169278HNMREW0212,49.1,Mitali Narasimhan,39164079,"Plot 156, Taloja MIDC, Navi Mumbai - 171902",False
BID_1843,"Chanda, Prasad and Mani Pvt Ltd",info@chandaprasadandmani.in,XXXX XXXX 6733,FXRCS2473S,07FXRCS2473S1ZV,U10215TN2001CKD887027,False,UDYAM-DL-31-3282429,67.60,24713735YWGWAM5829,88.0,Ansh Mane,05200841,"Plot 51, MIDC Industrial Area, Pune - 108582",True
BID_1844,Kaul Pvt Ltd,contact@kaul.biz.in,XXXX XXXX 2733,RSTCN1061S,24RSTCN1061S2ZB,L21064GJ2016RUL314810,False,UDYAM-GJ-95-6346339,202.94,24644761WAOBPV3850,80.5,Vedhika Agarwal,52127218,"Plot 181, Rudrapur Industrial Estate, Uttarakhand - 271733",False
BID_1845,Raval-Seshadri Pvt Ltd,procurement@ravalseshadri.biz.in,XXXX XXXX 1394,VWSCG3816M,29VWSCG3816M4Z8,U10118KA1999LXJ297278,False,UDYAM-KA-37-6049169,160.94,24475534GYKZVR5781,83.9,Deepa More,09014331,"Plot 201, Rudrapur Industrial Estate, Uttarakhand - 908838",False
BID_1846,Narula PLC LLP,bids@narulaplc.co.in,XXXX XXXX 5236,GQGCW7597A,07GQGCW7597A2ZZ,L31462DL2013CXP796689,False,UDYAM-DL-03-9515573,152.43,24687951WNGNUP7048,37.6,Madhavi Vala,10163898,"Plot 113, Ambattur Industrial Estate, Chennai - 011389",False
BID_1847,Trivedi Pvt Ltd,procurement@trivedi.com,XXXX XXXX 1989,SIACA9664X,27SIACA9664X5ZS,U42743GJ2011UAC480529,False,UDYAM-MH-32-8005290,135.21,24439326VGNDDP9509,72.6,Hitesh Nath,75486252,"Plot 61, Patparganj Industrial Area, New Delhi - 451106",False
BID_1848,"Prabhakar, Mital and Puri LLP",gem.desk@prabhakarmitalandpuri.co.in,XXXX XXXX 1350,WTJCH2613L,09WTJCH2613L7Z7,L79733UP1995WJU532112,True,UDYAM-UP-77-1310995,2.54,24479388IVJGKQ9367,74.7,Radha Rattan,85881473,"Plot 154, Hosur Industrial Estate, Hosur - 496883",False
BID_1849,"Pant, Joshi and Lal LLP",gem.desk@pantjoshiandlal.biz.in,XXXX XXXX 5147,YNVCF5464P,24YNVCF5464P8Z0,U12758TN2009ZGI459911,True,UDYAM-GJ-93-6952869,10.74,24712788SVBAPS3590,46.0,Falak Behl,77074343,"Plot 27, Sanand GIDC Industrial Area, Ahmedabad - 248019",False
BID_1850,Baria-Dash Limited,sales@bariadash.biz.in,XXXX XXXX 8726,CYBCP9074U,07CYBCP9074U8ZI,L93196MH2004MPW394265,False,UDYAM-DL-63-9974664,33.66,24046909AWMYTB8700,20.7,Aadhya Mangal,13301336,"Plot 207, Taloja MIDC, Navi Mumbai - 685511",True
BID_1851,Goel Limited,contact@goel.biz.in,XXXX XXXX 3739,GFRCA7668C,33GFRCA7668C7ZR,U75945MH2017OUX215349,True,UDYAM-TN-29-7565806,8.21,24167823ZWCDVC2949,56.5,Timothy Ahluwalia,30467956,"Plot 115, Guindy Industrial Estate, Chennai - 755833",False
BID_1852,"Krishnamurthy, Puri and Maharaj Pvt Ltd",admin@krishnamurthypuriandmaharaj.com,XXXX XXXX 2083,KJUCH0803Y,29KJUCH0803Y3ZR,L35871GJ2016EFI117797,False,UDYAM-KA-05-5553621,196.49,24195516GKNOJH9066,39.2,Ekaraj Morar,58681158,"Plot 148, Sanand GIDC Industrial Area, Ahmedabad - 164984",False
BID_1853,"Sagar, Chhabra and Murthy Pvt Ltd",procurement@sagarchhabraandmurthy.co.in,XXXX XXXX 4752,LIVCT0655U,33LIVCT0655U8ZQ,U14727MH2005OSM092371,False,UDYAM-TN-06-5880281,35.95,24680656ATUOJR6018,86.3,Avi Pradhan,30093673,"Plot 239, Naroda Industrial Estate, Ahmedabad - 995728",False
BID_1854,Dubey-Shankar Pvt Ltd,bids@dubeyshankar.in,XXXX XXXX 9841,JGOCY9696U,09JGOCY9696U5ZR,L87492TN2022UYM369100,False,UDYAM-UP-73-4481385,73.97,24875489APPPOG4900,45.8,Jyoti Bhalla,84880722,"Plot 9, Taloja MIDC, Navi Mumbai - 150610",False
BID_1855,Chaudhry Limited,contact@chaudhry.co.in,XXXX XXXX 1078,RRWCB4833B,33RRWCB4833B5ZR,L54214DL2023IBZ508361,True,UDYAM-TN-32-2123414,27.94,24775379WHVRNC4058,82.3,Jagat Shenoy,41739167,"Plot 10, Naroda Industrial Estate, Ahmedabad - 690102",False
BID_1856,"Sodhi, Zachariah and Mutti Pvt Ltd",info@sodhizachariahandmutti.in,XXXX XXXX 6166,UIHCE5284U,27UIHCE5284U4Z0,U70385KA2002VCS043037,True,UDYAM-MH-39-0732239,1.27,24544777LAZNKB7954,29.6,Kritika Das,70241420,"Plot 33, Naroda Industrial Estate, Ahmedabad - 268737",True
BID_1857,Kanda Pvt Ltd,bids@kanda.biz.in,XXXX XXXX 3244,ACXCJ6652O,33ACXCJ6652O9ZJ,L11975KA2021PVE651923,False,UDYAM-TN-38-9289931,223.31,24819618DZKNQJ9774,65.9,Omisha Mandal,33643904,"Plot 176, Peenya Industrial Area, Bengaluru - 599555",False
BID_1858,Rajagopalan PLC Pvt Ltd,info@rajagopalanplc.biz.in,XXXX XXXX 5949,AEXCH3200U,07AEXCH3200U7ZU,U37221GJ2016ZDP115667,True,UDYAM-DL-48-4924878,39.81,24487871LYFGWZ8621,58.0,Hritik Murthy,46975663,"Plot 48, Okhla Industrial Estate, New Delhi - 230766",False
BID_1859,Kumar Pvt Ltd,gem.desk@kumar.biz.in,XXXX XXXX 2774,LIHCF7081N,27LIHCF7081N4Z9,U26330DL2011YOJ553226,False,UDYAM-MH-28-1720500,172.38,24580177BFYDWU9348,71.8,Farhan Lalla,58693793,"Plot 233, Okhla Industrial Estate, New Delhi - 104206",False
BID_1860,Ramachandran Limited,gem.desk@ramachandran.in,XXXX XXXX 8956,BFACR9872X,33BFACR9872X8ZO,U88180DL2006UAC620005,False,UDYAM-TN-08-9730707,115.00,24398411FFJQND3712,57.7,Bhavani Sharaf,25363119,"Plot 237, Rudrapur Industrial Estate, Uttarakhand - 321266",False
BID_1861,"Sen, Konda and Ramesh Pvt Ltd",contact@senkondaandramesh.co.in,XXXX XXXX 2049,WJGCB0504N,27WJGCB0504N5ZB,U64600UP2006ACB398404,False,UDYAM-MH-26-8023923,111.98,24547789IYOPOD1289,79.8,Meera Saran,52502121,"Plot 224, Rudrapur Industrial Estate, Uttarakhand - 602315",False
BID_1862,Oak Pvt Ltd,admin@oak.com,XXXX XXXX 4923,BWSCQ8615O,27BWSCQ8615O1ZI,L03430TN2015TGD206829,False,UDYAM-MH-09-4252642,73.61,24280900NQXWOF2205,94.9,Qarin Dugal,48302060,"Plot 76, Guindy Industrial Estate, Chennai - 388058",False
BID_1863,Murthy-Solanki Pvt Ltd,bids@murthysolanki.in,XXXX XXXX 9474,YWZCK7083U,27YWZCK7083U7ZP,U31645KA2020KEE400446,False,UDYAM-MH-70-6873059,216.94,24115124IMNIAJ2654,79.0,Yatin Anand,62140518,"Plot 89, Hosur Industrial Estate, Hosur - 091755",False
BID_1864,Suresh Limited,procurement@suresh.co.in,XXXX XXXX 9217,PBYCX2849M,24PBYCX2849M4ZR,L71919MH2017KAO257111,False,UDYAM-GJ-81-2095179,178.18,24963488QFBHHV7763,69.0,Naveen Krishna,14784074,"Plot 91, Okhla Industrial Estate, New Delhi - 962291",False
BID_1865,Kala-Vala Pvt Ltd,bids@kalavala.in,XXXX XXXX 6116,ZCICD7728Z,29ZCICD7728Z3Z5,U84140DL2000CNZ698832,True,UDYAM-KA-50-3205359,14.61,24624088TFEOCM6187,92.0,Sarthak Murthy,99074671,"Plot 130, Manesar Industrial Area, Gurugram - 652499",False
BID_1866,Cherian-Nanda Pvt Ltd,procurement@cheriannanda.in,XXXX XXXX 9749,UDDCM8782K,27UDDCM8782K9ZD,U58640TN2002PLK979224,False,UDYAM-MH-93-6361835,208.58,24736294NRRDTV6102,42.6,Wyatt Mannan,07372683,"Plot 88, Guindy Industrial Estate, Chennai - 034399",True
BID_1867,"Mital, Minhas and Mangat LLP",gem.desk@mitalminhasandmangat.biz.in,XXXX XXXX 3849,ROOCX8293S,07ROOCX8293S1ZG,U05605GJ1997DXA976081,False,UDYAM-DL-20-7954606,114.91,24319241NGTBJS2559,38.0,Waida Chana,53248268,"Plot 134, Peenya Industrial Area, Bengaluru - 669633",False
BID_1868,Sen LLP,contact@sen.com,XXXX XXXX 6216,XAUCO2541Z,33XAUCO2541Z4ZW,L00631DL2010HCQ469236,False,UDYAM-TN-48-4464882,196.60,24458279HDTNJV6420,30.3,Charvi Mannan,39400061,"Plot 122, Taloja MIDC, Navi Mumbai - 483020",False
BID_1869,Sami-Sehgal LLP,procurement@samisehgal.biz.in,XXXX XXXX 2845,IUQCW4408Z,33IUQCW4408Z9ZS,L97868KA2018GJT419248,False,UDYAM-TN-93-9411529,159.60,24719294DIHYNQ6056,42.7,Raghav Dua,69829499,"Plot 54, Hosur Industrial Estate, Hosur - 063420",False
